fecha,venta_neta_eur,unidades,num_lineas,fin_de_semana,payday_flag,rebajas_flag,black_friday_flag,navidad_flag,semana_santa_flag,vacaciones_flag,festivo_local_flag,temperatura_media_c,lluvia_indice,turismo_indice,incidencia_ecommerce,tendencia,anio,dummy_anio_2021,dummy_anio_2022,dummy_anio_2023,dummy_anio_2024,sesiones_web,pedidos_online,visitas_tienda,conv_web_pct,ads_display,ads_email_crm,ads_exterior,ads_paid_search,ads_prensa,ads_radio_local,ads_social_paid,ads_video_online
2021-06-11,385137.87,10040,4019,0,0,0,0,0,0,0,0,25.44,27.419999999999998,70.67,0,527,2021,1,0,0,0,1996,40.0,210,0.028089999999999997,3874.8913659097752,1655.4350393808602,8316.654639903794,6945.154663815065,4075.297747344045,5493.319693716503,6315.049793604135,8901.58369640515
2021-06-12,381387.86,9909,3955,1,0,0,0,0,0,0,0,25.259999999999998,31.610000000000003,73.74,0,528,2021,1,0,0,0,2720,53.0,302,0.02999,3847.928540097745,1655.3827221618862,8289.512783942277,6941.760684858805,4072.6448132233327,5442.492704001109,6282.387060298797,8631.87021784309
2021-06-13,378127.02,9915,3928,1,0,0,0,0,0,0,0,25.860000000000003,34.81,72.64,0,529,2021,1,0,0,0,1947,39.0,328,0.028489999999999998,3834.44712719173,1655.3722587180914,8273.227670365366,6940.742491171926,4071.5836395750475,5417.079209143412,6269.321966976662,8470.042130705853
2021-06-14,379488.33,9873,3929,0,0,0,0,0,0,0,0,26.360000000000003,31.75,74.56,0,530,2021,1,0,0,0,2062,50.0,201,0.028720000000000002,3827.706420738722,1885.3344517436183,8263.45660221922,6732.682747351578,4071.1591701157336,5404.3724617145635,6264.095929647809,8372.94527842351
2021-06-15,379384.85,9934,4004,0,0,0,0,0,0,0,0,25.44,34.89,76.59,0,531,2021,1,0,0,0,2294,43.0,235,0.03104,3543.3360675122185,1931.3268903487237,8257.593961331531,6670.264824205473,3287.627953760579,4821.351945142997,6726.844086144838,8314.687167054106
2021-06-16,392395.13,10174,3999,0,0,0,0,0,0,0,0,25.4,39.75,69.85,0,532,2021,1,0,0,0,2124,48.0,208,0.028739999999999998,3401.1508908989663,1940.5253780697449,7987.066376798919,6651.539447261642,2974.2154672185175,4529.841686857213,6911.94334874365,8168.138014518177
2021-06-17,374298.82,9703,3888,0,0,0,0,0,0,0,0,26.610000000000003,36.489999999999995,74.06,0,533,2021,1,0,0,0,2421,52.0,277,0.029609999999999997,3330.0583025923406,1942.365075613949,7824.749826079351,6645.921834178493,2848.8504726016927,4384.086557714321,6985.983053783175,8080.20852299662
2021-06-18,385830.42,10053,3990,0,0,0,0,0,0,0,0,27.75,30.93,76.46000000000001,0,534,2021,1,0,0,0,2203,41.0,242,0.02829,3294.5120084390273,1942.7330151227898,7727.359895647611,6644.236550253548,2798.7044747549626,4311.2089931428745,7015.598935798985,8027.450828083685
2021-06-19,373173.09,9728,3930,1,0,0,0,0,0,0,0,24.23,26.82,74.74,0,535,2021,1,0,0,0,2468,47.0,221,0.02858,3276.7388613623707,1942.806603024558,7668.925937388565,6643.730965076064,2778.6460756162705,4274.770210857152,7027.445288605309,7995.796211135925
2021-06-20,378404.55,9834,3948,1,0,0,0,0,0,0,1,26.639999999999997,35.230000000000004,80.46000000000001,0,536,2021,1,0,0,0,2483,49.0,343,0.02867,3267.852287824043,1942.8213206049115,7633.865562433139,6643.579289522819,2770.622715960794,4256.55081971429,7032.183829727838,7976.803440967269
2021-06-21,377024.89,9790,3941,0,0,0,0,0,0,0,1,26.95,30.79,77.09,0,537,2021,1,0,0,0,2035,46.0,212,0.02851,3263.409001054879,1331.6971212638396,7612.829337459883,6238.783786856846,2767.413372098603,4247.441124142859,7034.079246176851,7965.407778866076
2021-06-22,382378.07,9979,3979,0,0,0,0,0,0,0,1,25.14,40.58,68.08,0,538,2021,1,0,0,0,2006,48.0,234,0.0308,2805.0502148131536,1209.472281395625,7600.20760247593,6117.345136057053,2783.2153488394415,4199.627704928573,6173.778841327883,7958.570381605359
2021-06-23,375141.51,9833,3910,0,0,0,0,0,0,0,1,27.07,36.08,75.89,0,539,2021,1,0,0,0,1974,34.0,212,0.03015,2575.8708216922914,1185.0273134219822,6957.140275771272,6080.913540817116,2789.536139535777,4175.72099532143,5829.658679388296,7919.860800391787
2021-06-24,379571.97,9901,3985,0,0,0,0,0,0,0,1,23.69,34.93,67.83,0,540,2021,1,0,0,0,1663,35.0,238,0.0313,2461.28112513186,1180.1383198272538,6571.299879748477,6069.984062245135,2792.064455814311,4163.767640517857,5692.010614612462,7896.635051663643
2021-06-25,389041.27,10059,3996,0,1,0,0,0,0,0,1,27.21,28.71,68.57000000000001,0,541,2021,1,0,0,0,1955,49.0,183,0.03325,2403.986276851644,1179.1605211083079,6339.795642134801,6066.70521867354,2793.0757823257245,4157.790963116071,5636.951388702128,7882.699602426757
2021-06-26,385512.69,10025,3995,1,1,0,0,0,0,0,0,25.18,27.880000000000003,79.5,0,542,2021,1,0,0,0,1876,30.0,274,0.03169,2375.3388527115367,1178.9649613645188,6200.893099566594,6065.721565602062,2793.48031293029,4154.802624415179,5614.927698337993,7874.338332884625
2021-06-27,370921.02,9670,3811,1,1,0,0,0,0,0,0,25.06,37.65,76.67,0,543,2021,1,0,0,0,1867,36.0,322,0.032369999999999996,2361.0151406414825,1178.925849415761,6117.551574025671,6065.4264696806185,2793.642125172116,4153.308455064733,5606.11822219234,7869.321571159346
2021-06-28,368086.37,9691,3941,0,1,0,0,0,0,0,0,25.07,33.19,73.13,0,544,2021,1,0,0,0,1543,38.0,207,0.03327,2353.8532846064554,1843.8737413117233,6067.546658701116,9996.910798047043,2793.7068500688465,4152.561370389509,5602.594431734078,7866.311514124178
2021-06-29,382082.2,9842,3912,0,1,0,0,0,0,0,0,25.28,35.57,72.61999999999999,0,545,2021,1,0,0,0,1642,40.0,239,0.03399,3445.3380708746563,1976.863319690916,6037.543709506384,11176.35609655697,4525.902740027538,6659.1435423376115,10105.83777269363,7864.505479903077
2021-06-30,370396.98,9635,3844,0,1,0,0,0,0,0,0,23.990000000000002,30.1,69.16,0,546,2021,1,0,0,0,1906,44.0,236,0.03261,3991.0804640087567,2003.4612353667544,9165.399082846689,11530.189686109949,5218.781096011015,7912.434628311663,11907.135109077451,10533.44043079899
2021-07-01,381144.53,9921,3940,0,1,1,0,0,0,1,0,24.04,32.87,71.17,0,547,2021,1,0,0,0,1750,64.0,301,0.05316,4263.951660575807,2008.780818501922,11042.112306850871,11636.339762975842,5495.932438404406,8539.080171298689,12627.65404363098,12134.801401336537
2021-07-02,372739.14,9670,3863,0,1,1,0,0,0,1,0,24.82,36.959999999999994,79.11,0,548,2021,1,0,0,0,1835,68.0,304,0.05291,4400.387258859332,2009.8447351289556,12168.140241253379,11668.18478603561,5606.792975361762,8852.402942792201,12915.861617452392,13095.617983659065
2021-07-03,369357.16,9647,3878,1,1,1,0,0,0,1,0,24.3,32.489999999999995,70.07000000000001,0,549,2021,1,0,0,0,2056,80.0,431,0.05305,4468.605058001094,2010.0575184543623,12843.757001894885,11677.73829295354,5651.137190144705,9009.064328538958,13031.144646980956,13672.107933052583
2021-07-04,385850.3,10022,3949,1,1,1,0,0,0,1,0,25.76,24.59,69.78999999999999,0,550,2021,1,0,0,0,1529,58.0,368,0.051149999999999994,4502.713957571976,2010.1000751194438,13249.127058279788,11680.604345028918,5668.874876057882,9087.395021412336,13077.257858792382,14018.001902688691
2021-07-05,378762.22,9911,3924,0,1,1,0,0,0,1,0,24.869999999999997,36.4,76.2,0,551,2021,1,0,0,0,1418,49.0,249,0.052500000000000005,4519.768407357416,3397.672872166746,13492.34909211073,15811.521303508674,5675.969950423152,9126.560367849026,13095.703143516952,14225.538284470356
2021-07-06,375102.49,9746,3858,0,0,1,0,0,0,1,0,24.68,35.21,79.3,0,552,2021,1,0,0,0,2116,65.0,299,0.05016,7215.3427751072795,3675.187431576206,13638.282312409294,17050.7963910526,7638.067980169261,9644.981612495943,13608.92268597821,14350.060113539355
2021-07-07,389963.33,10179,4058,0,0,1,0,0,0,1,0,26.089999999999996,32.37,70.01,0,553,2021,1,0,0,0,1736,71.0,312,0.05018,8563.129958982212,3730.690343458098,14659.62510173129,17422.57891731578,8422.907192067705,9904.192234819402,13814.210502962713,15592.984639552184
2021-07-08,376172.18,9691,3935,0,0,1,0,0,0,1,0,27.1,28.95,76.85,0,554,2021,1,0,0,0,1966,68.0,348,0.048170000000000004,9237.023550919677,3741.7909258344766,15272.430775324487,17534.113675194734,8736.842876827082,10033.797545981131,13896.325629756515,16338.739355159882
2021-07-09,374329.61,9709,3853,0,0,1,0,0,0,1,0,24.71,29.28,71.65,0,555,2021,1,0,0,0,2122,77.0,346,0.04914,9573.97034688841,3744.0110423097526,15640.114179480406,17567.57410255842,8862.417150730833,10098.600201561996,13929.171680474035,16786.1921845245
2021-07-10,394004.0,10266,4075,1,0,1,0,0,0,1,0,25.09,28.559999999999995,71.58,0,556,2021,1,0,0,0,2067,49.0,359,0.04701,9742.443744872777,3744.4550656048077,15860.724221973956,17577.612230767525,8912.646860292334,10131.001529352427,13942.310100761044,17054.66388214327
2021-07-11,391754.12,10134,4045,1,0,1,0,0,0,1,0,24.71,29.559999999999995,77.6,0,557,2021,1,0,0,0,1639,50.0,322,0.04954,9826.68044386496,3744.5438702638185,15993.090247470089,17580.623669230255,8932.738744116934,10147.202193247642,13947.565468875848,17215.746900714534
2021-07-12,376967.22,9864,3926,0,0,1,0,0,0,1,0,24.580000000000002,21.97,74.61,0,558,2021,1,0,0,0,1857,56.0,277,0.04575,9868.798793361051,3931.8930597670496,16072.509862767765,16175.679957911932,8940.775497646773,10155.30252519525,13949.66761612177,17312.39671185729
2021-07-13,386866.33,9984,3945,0,0,1,0,0,0,1,0,24.14,24.009999999999998,69.95,0,559,2021,1,0,0,0,2035,73.0,279,0.047349999999999996,9068.967968109097,3969.3628976676955,16120.161631946372,15754.196844516437,8041.363056201567,10647.731262597625,13311.995617877279,17370.386598542944
2021-07-14,383596.69,9950,3966,0,0,1,0,0,0,1,0,23.11,23.630000000000003,72.71000000000001,0,560,2021,1,0,0,0,1802,63.0,300,0.048209999999999996,8669.052555483118,3976.8568652478248,15655.368407739254,15627.751910497787,7681.598079623484,10893.945631298811,13056.926818579483,18061.921959125764
2021-07-15,383266.39,9901,3943,0,0,1,0,0,0,1,0,23.72,34.28,74.89,0,561,2021,1,0,0,0,2102,67.0,324,0.0486,8469.094849170131,3978.355658763851,15376.492473214981,15589.818430292195,7537.692088992251,11017.052815649406,12954.899298860364,18476.843175475457
2021-07-16,372735.98,9761,3908,0,0,1,0,0,0,1,0,25.55,27.4,70.89,0,562,2021,1,0,0,0,2091,69.0,380,0.04836,8369.115996013636,3978.655417467056,15209.16691250042,15578.438386230515,7480.129692739758,11078.606407824704,12914.088290972717,18725.795905285275
2021-07-17,367738.36,9554,3842,1,0,1,0,0,0,1,0,25.75,31.080000000000002,68.83,0,563,2021,1,0,0,0,2323,72.0,286,0.047909999999999994,8319.12656943539,3978.715369207697,15108.771576071682,15575.024373012013,7457.104734238761,11109.383203912352,12897.763887817659,18875.167543171163
2021-07-18,392805.09,10206,4006,1,0,1,0,0,0,1,0,24.91,27.330000000000002,75.5,0,564,2021,1,0,0,0,1903,62.0,348,0.0479,8294.131856146265,3978.7273595558254,15048.53437421444,15574.00016904646,7447.894750838363,11124.771601956176,12891.234126555635,18964.790525902696
2021-07-19,364267.96,9517,3807,0,0,1,0,0,0,1,0,24.64,31.810000000000002,71.46000000000001,0,565,2021,1,0,0,0,2011,62.0,240,0.04945,8281.634499501703,2282.519757625451,15012.392053100091,13849.01576499965,7444.210757478203,11132.465800978087,12888.622222050826,19018.56431554162
2021-07-20,380660.56,9878,3903,0,0,1,0,0,0,1,0,23.28,30.619999999999997,68.65,0,566,2021,1,0,0,0,1773,55.0,246,0.049280000000000004,6631.962964036566,1943.2782372393758,14990.706660431482,13331.520443785608,6363.972874419853,9239.460043346186,12616.433174534617,19050.82858932497
2021-07-21,377311.37,9747,3914,0,0,1,0,0,0,1,0,25.03,31.560000000000002,62.8,0,567,2021,1,0,0,0,1746,60.0,274,0.04872,5807.127196303997,1875.429933162161,14249.128281973175,13176.271847421396,5931.877721196513,8292.957164530235,12507.557555528132,16857.39001073784
2021-07-22,377377.72,9894,3971,0,0,1,0,0,0,1,0,23.34,27.939999999999998,83.46000000000001,0,568,2021,1,0,0,0,1895,51.0,312,0.046450000000000005,5394.709312437713,1861.860272346718,13804.18125489819,13129.697268512133,5759.039659907177,7819.70572512226,12464.007307925538,15541.32686358556
2021-07-23,390578.73,10131,4091,0,0,1,0,0,0,1,0,24.4,32.21,71.97999999999999,0,569,2021,1,0,0,0,2413,86.0,303,0.04814,5188.500370504571,1859.1463401836293,13537.2130386532,13115.724894839354,5689.904435391443,7583.080005418273,12446.587208884503,14751.688975294193
2021-07-24,374436.02,9736,3838,1,0,1,0,0,0,1,0,23.78,29.380000000000003,73.26,0,570,2021,1,0,0,0,1902,60.0,354,0.04667,5085.395899538,1858.6035537510115,13377.032108906205,13111.53318273752,5662.250345585149,7464.767145566279,12439.619169268088,14277.906242319372
2021-07-25,369871.51,9656,3869,1,1,1,0,0,0,1,0,23.509999999999998,22.25,75.46000000000001,0,571,2021,1,0,0,0,1995,76.0,373,0.05047,5033.843664054714,1858.494996464488,13280.92355105801,13110.27566910697,5651.1887096626315,7405.610715640283,12436.831953421522,13993.63660253448
2021-07-26,383374.43,10049,4026,0,1,1,0,0,0,1,0,24.57,27.25,67.92999999999999,0,572,2021,1,0,0,0,1642,63.0,243,0.053810000000000004,5008.067546313072,1889.0375707214694,13223.25841634909,10998.978415017804,5646.764055293625,7376.032500677285,12435.717067082896,13823.074818663545
2021-07-27,367005.94,9544,3776,0,1,1,0,0,0,1,0,24.089999999999996,28.610000000000003,77.97999999999999,0,573,2021,1,0,0,0,2047,82.0,266,0.05341,4850.315201727964,1895.1460855728656,13188.65933552374,10365.589238791054,5194.812764974593,7846.670536052929,10642.973969690302,13720.737748340984
2021-07-28,381194.98,9873,3970,0,1,1,0,0,0,1,0,24.25,29.669999999999998,73.85,0,574,2021,1,0,0,0,1829,61.0,319,0.0513,4771.439029435411,1896.3677885431448,12425.654172742816,10175.572485923029,5014.03224884698,8081.98955374075,9925.876730733264,12788.225506147446
2021-07-29,369808.39,9738,3916,0,1,1,0,0,0,1,0,23.44,26.73,74.69,0,575,2021,1,0,0,0,1415,53.0,336,0.05312,4732.000943289135,1896.6121291372006,11967.85107507426,10118.567460062623,4941.720042395935,8199.64906258466,9639.037835150448,12228.718160831326
2021-07-30,377270.1,9817,3864,0,1,1,0,0,0,1,0,23.5,25.54,79.63,0,576,2021,1,0,0,0,2025,62.0,357,0.05167000000000001,4712.281900215996,1896.6609972560118,11693.169216473128,10101.465952304501,4912.795159815517,8258.478817006617,9524.302276917322,11893.013753641651
2021-07-31,394570.59,10250,4069,1,0,1,0,0,0,1,0,22.09,30.830000000000002,79.41,0,577,2021,1,0,0,0,1856,54.0,420,0.04698,4702.422378679426,1896.670770879774,11528.360101312448,10096.335499977064,4901.22520678335,8287.893694217593,9478.40805362407,11691.591109327848
2021-08-01,376417.97,9819,3964,1,1,1,0,0,0,1,0,23.630000000000003,26.919999999999998,69.63,0,578,2021,1,0,0,0,1390,50.0,295,0.05122,4697.492617911143,1896.6727256045265,11429.474632216039,10094.796364278833,4896.597225570483,8302.601132823082,9460.050364306771,11570.737522739566
2021-08-02,380483.26,9844,3938,0,1,1,0,0,0,1,0,23.54,26.07,66.74,0,579,2021,1,0,0,0,1238,47.0,228,0.050870000000000005,4695.027737527,1542.4374022637626,11370.143350758193,8286.136052140791,4894.7460330853355,8309.954852125826,9452.707288579852,11498.225370786597
2021-08-03,378994.06,9827,3911,0,1,1,0,0,0,1,0,23.160000000000004,27.27,81.88,0,580,2021,1,0,0,0,1202,48.0,176,0.0533,3990.056725906357,1471.5903375956098,11334.544581883487,7743.53795849938,4436.216984662706,6341.615997491484,7477.324344003369,11454.718079614815
2021-08-04,385893.65,10101,4040,0,1,1,0,0,0,1,0,24.18,25.809999999999995,70.92999999999999,0,581,2021,1,0,0,0,1264,39.0,191,0.05164,3637.571220096035,1457.4209246619791,9327.083891987235,7580.758530406956,4252.805365293654,5357.446570174314,6687.171166172777,9925.42941919746
2021-08-05,384077.26,10030,4052,0,1,1,0,0,0,1,0,23.11,31.45,72.38,0,582,2021,1,0,0,0,1054,34.0,262,0.051759999999999994,3461.3284671908746,1454.587042075253,8122.607478049484,7531.924701979229,4179.440717546033,4865.3618565157285,6371.109895040539,9007.856222947048
2021-08-06,370097.88,9728,3910,0,0,1,0,0,0,1,0,23.19,31.25,73.92,0,583,2021,1,0,0,0,1034,34.0,226,0.049980000000000004,3373.207090738294,1454.0202655579078,7399.921629686833,7517.27455345091,4150.094858446984,4619.319499686435,6244.685386587645,8457.3123051968
2021-08-07,385649.03,10107,4040,1,0,1,0,0,0,1,0,21.7,38.12,80.76,0,584,2021,1,0,0,0,1223,32.0,277,0.04901,3329.146402512004,1453.9069102544388,6966.310120669243,7512.879508892415,4138.356514807365,4496.298321271788,6194.115583206487,8126.985954546652
2021-08-08,363510.88,9427,3795,1,0,1,0,0,0,1,0,22.380000000000003,30.18,74.53,0,585,2021,1,0,0,0,1003,37.0,265,0.04831,3307.116058398859,1453.8842391937449,6706.143215258688,7511.560995524867,4133.661177351518,4434.787732064466,6173.8876618540235,7928.790144156563
2021-08-09,381799.89,9927,3952,0,0,1,0,0,0,1,0,21.8,26.639999999999997,73.17,0,586,2021,1,0,0,0,1215,40.0,180,0.047189999999999996,3296.1008863422867,2031.2225621244634,6550.043072012355,8971.462584371746,4131.7830423691785,4404.032437460804,6165.796493313038,7809.8726579225095
2021-08-10,372659.92,9727,3920,0,0,1,0,0,0,1,0,22.740000000000002,30.35,68.92,0,587,2021,1,0,0,0,1210,40.0,179,0.04949,4576.389014599715,2146.690226710607,6456.382986064556,9409.43306102581,4771.901788376243,5774.101933016116,7962.427168753788,7738.522166182076
2021-08-11,372843.79,9727,3903,0,0,1,0,0,0,1,0,22.43,34.57,65.67999999999999,0,588,2021,1,0,0,0,1120,35.0,284,0.048549999999999996,5216.533078728429,2169.783759627836,8383.608363067306,9540.824204022028,5027.949286779069,6459.136680793772,8681.079438930086,9388.696156852104
2021-08-12,372228.74,9632,3908,0,0,1,0,0,0,1,0,20.98,33.1,75.55,0,589,2021,1,0,0,0,1540,54.0,191,0.04957,5536.605110792786,2174.4024662112815,9539.943589268954,9580.241546920894,5130.368286140199,6801.6540546826,8968.540347000606,10378.80055125412
2021-08-13,367943.48,9594,3869,0,0,1,0,0,0,1,0,22.06,34.93,71.69,0,590,2021,1,0,0,0,1136,42.0,225,0.050129999999999994,5696.641126824965,2175.326207527971,10233.744724989945,9592.066749790554,5171.335885884651,6972.912741627015,9083.524710228814,10972.86318789533
2021-08-14,392989.2,10247,4099,1,0,1,0,0,0,1,0,20.330000000000002,32.33,70.65,0,591,2021,1,0,0,0,1292,44.0,321,0.04829,5776.659134841054,2175.5109557913083,10650.02540642254,9595.614310651452,5187.722925782432,7058.542085099221,9129.518455520098,11329.300769880054
2021-08-15,375588.92,9836,3931,1,0,1,0,0,0,1,0,21.94,32.21,71.72999999999999,0,592,2021,1,0,0,0,1479,51.0,252,0.04849,5816.668138849098,2175.547905443976,10899.793815282095,9596.678578909721,5194.277741741544,7101.356756835325,9147.915953636611,11543.163319070889
2021-08-16,391057.55,10214,4098,0,0,0,0,0,0,1,0,21.98,36.87,73.65,0,593,2021,1,0,0,0,1407,34.0,178,0.03086,5836.67264085312,1748.3152953745096,11049.654860597828,8495.255002244345,5196.899668125188,7122.764092703377,9155.274952883217,11671.48084858539
2021-08-17,384799.28,9995,3987,0,0,0,0,0,0,1,0,22.27,32.25,66.58,0,594,2021,1,0,0,0,2192,46.0,200,0.02892,4785.224891855131,1662.8687733606162,11139.571487787269,8164.827929244731,4350.104152964361,5837.626332065975,7541.35712401043,11748.471366294092
2021-08-18,366816.79,9646,3864,0,0,0,0,0,0,1,0,21.740000000000002,25.75,67.31,0,595,2021,1,0,0,0,1992,29.0,223,0.026250000000000002,4259.501017356137,1645.7794689578375,9557.491464100933,8065.6998073448485,4011.3859469000304,5195.057451747272,6895.789992461316,10904.052819776454
2021-08-19,375045.3,9698,3875,0,0,0,0,0,0,1,0,21.1,31.140000000000004,73.86,0,596,2021,1,0,0,0,1934,41.0,187,0.029820000000000003,3996.63908010664,1642.3616080772817,8608.24344988913,8035.961370774883,3875.898664474298,4873.773011587922,6637.56313984167,10397.401691865873
2021-08-20,376786.06,9751,3905,0,0,0,0,0,0,1,1,22.31,29.660000000000004,74.87,0,597,2021,1,0,0,0,1608,28.0,267,0.028239999999999998,3865.208111481891,1641.6780359011707,8038.69464136205,8027.039839803894,3821.703751504005,4713.130791508247,6534.272398793812,10093.411015119524
2021-08-21,380584.13,9865,3998,1,0,0,0,0,0,1,1,20.509999999999998,28.76,76.88,0,598,2021,1,0,0,0,1973,34.0,226,0.02758,3799.4926271695167,1641.5413214659484,7696.965356245801,8024.363380512597,3800.025786315888,4632.809681468409,6492.956102374668,9911.016609071714
2021-08-22,375824.71,9770,3901,1,0,0,0,0,0,1,1,20.53,30.369999999999997,73.53999999999999,0,599,2021,1,0,0,0,1857,36.0,234,0.02942,3766.63488501333,1641.513978578904,7491.927785176052,8023.560442725207,3791.354600240641,4592.64912644849,6476.42958380701,9801.579965443028
2021-08-23,381803.78,9911,3957,0,0,0,0,0,0,1,1,20.81,31.509999999999998,70.01,0,600,2021,1,0,0,0,2017,42.0,226,0.02862,3750.206013935236,1420.308510001495,7368.905242534202,7840.862418531848,3787.8861258105426,4572.56884893853,6469.818976379947,9735.917979265818
2021-08-24,373040.84,9684,3893,0,0,0,0,0,0,1,1,20.78,30.389999999999997,78.51,0,601,2021,1,0,0,0,2205,38.0,196,0.02863,4504.1915783961895,1376.0674162860132,7295.091716949092,7786.05301127384,4231.514450324217,5134.15013875498,7741.110447694836,9696.52078755949
2021-08-25,376108.75,9799,3955,0,1,0,0,0,0,1,1,20.96,30.240000000000002,75.6,0,602,2021,1,0,0,0,1656,36.0,208,0.034749999999999996,4881.184360626667,1367.2191975429168,7108.605030169454,7769.610189096436,4408.965780129687,5414.940783663204,8249.62703622079,9519.681043964265
2021-08-26,378686.3,9856,3963,0,1,0,0,0,0,1,1,21.95,29.419999999999998,68.97,0,603,2021,1,0,0,0,1715,42.0,254,0.032490000000000005,5069.680751741905,1365.4495537942976,6996.713018101673,7764.677342443216,4479.946312051875,5555.336106117316,8453.033671631172,9413.57719780713
2021-08-27,383791.66,9944,4010,0,1,0,0,0,0,1,1,20.490000000000002,28.3,79.88,0,604,2021,1,0,0,0,1843,42.0,190,0.03342,5163.928947299524,1365.0956250445738,6929.577810861003,7763.197488447249,4508.3385248207505,5625.533767344372,8534.396325795326,9349.914890112848
2021-08-28,387715.48,10023,4013,1,1,0,0,0,0,1,0,19.57,35.68,77.42999999999999,0,605,2021,1,0,0,0,1790,40.0,227,0.032869999999999996,5211.0530450783335,1365.0248392946291,6889.296686516602,7762.75353224846,4519.6954099283,5660.6325979579,8566.941387460987,9311.71750549628
2021-08-29,377814.2,9891,3934,1,1,0,0,0,0,1,0,18.490000000000002,33.230000000000004,68.44,0,606,2021,1,0,0,0,1804,45.0,226,0.0328,5234.615093967738,1365.0106821446402,6865.128011909961,7762.620345388823,4524.23816397132,5678.182013264664,8579.959412127253,9288.79907472634
2021-08-30,378545.66,9801,3895,0,1,0,0,0,0,1,0,19.5,32.15,78.16,0,607,2021,1,0,0,0,1581,45.0,210,0.03439,5246.39611841244,1051.559279286071,6850.626807145976,7780.621817902361,4526.0552655885285,5686.956720918046,8585.166621993758,9275.048016264374
2021-08-31,363371.16,9406,3793,0,0,0,0,0,0,1,0,19.830000000000002,30.53,65.55,0,608,2021,1,0,0,0,1700,28.0,183,0.02919,4895.302344920506,988.8689987143571,6841.926084287585,7786.022259656422,4484.20353480684,4816.348360459023,7651.638077368932,9266.797381187196
2021-09-01,388317.62,10035,4059,0,1,0,0,0,0,0,0,18.23,34.39,25.45,0,609,2021,1,0,0,0,1985,33.0,188,0.03176,4719.755458174539,976.3309426000143,6496.539936286836,7787.642392182641,4467.462842494166,4381.044180229512,7278.226659519001,9409.512714426604
2021-09-02,358937.53,9402,3763,0,1,0,0,0,0,0,0,19.619999999999997,25.14,26.82,0,610,2021,1,0,0,0,2013,44.0,210,0.030930000000000003,4631.982014801555,973.8233313771457,6289.308247486387,7788.128431940506,4460.766565569095,4163.392090114756,7128.8620923790295,9495.141914370248
2021-09-03,374344.86,9761,3908,0,1,0,0,0,0,0,0,17.919999999999998,26.99,27.919999999999998,0,611,2021,1,0,0,0,2119,49.0,239,0.03257,4588.095293115063,973.321809132572,6164.969234206117,7788.274243867865,4458.088054799067,4054.566045057378,7069.11626552304,9546.519434336435
2021-09-04,378298.39,9833,3934,1,1,0,0,0,0,0,0,18.78,34.13,24.53,0,612,2021,1,0,0,0,2118,45.0,305,0.032220000000000006,4566.151932271818,973.2215046836573,6090.365826237956,7788.317987446073,4457.016650491056,4000.153022528689,7045.217934780645,9577.345946316147
2021-09-05,388476.8,10130,4028,1,1,0,0,0,0,0,0,20.03,33.839999999999996,25.919999999999998,0,613,2021,1,0,0,0,1962,41.0,307,0.03292,4555.1802518501945,973.2014437938743,6045.603781457059,7788.331110519535,4456.588088767851,3972.9465112643447,7035.658602483687,9595.841853503975
2021-09-06,365015.94,9571,3832,0,0,0,0,0,0,0,0,18.61,33.61,27.590000000000003,0,614,2021,1,0,0,0,1691,37.0,237,0.030420000000000003,4549.694411639382,1116.183145901632,6018.746554588521,7453.396476013004,4456.41666407857,3959.3432556321723,7031.834869564904,9606.93939781667
2021-09-07,378398.72,9933,3945,0,0,0,0,0,0,0,0,19.61,29.52,23.59,0,615,2021,1,0,0,0,2594,46.0,221,0.02667,4403.312920105405,1144.7794863231836,6002.632218467397,7352.916085661044,4489.026665631428,5312.5073421018005,7538.26537639739,9613.597924404288
2021-09-08,381495.35,9882,3923,0,0,0,0,0,0,0,0,17.98,34.480000000000004,28.360000000000003,0,616,2021,1,0,0,0,2413,37.0,249,0.029359999999999997,4330.122174338418,1150.4987544074938,6792.885045366153,7322.771968555457,4502.070666252572,5989.089385336614,7740.837579130384,8752.885897499717
2021-09-09,382620.81,9932,3990,0,0,0,0,0,0,0,0,16.46,31.04,17.52,0,617,2021,1,0,0,0,2757,37.0,267,0.0279,4293.526801454924,1151.642608024356,7267.036741505406,7313.72873342378,4507.288266501029,6327.380406954021,7821.866460223582,8236.458681356973
2021-09-10,377900.19,9821,3970,0,0,0,0,0,0,0,0,18.38,29.639999999999997,23.7,0,618,2021,1,0,0,0,2479,49.0,243,0.02868,4275.229115013177,1151.8713787477284,7551.527759188958,7311.015762884277,4509.375306600412,6496.525917762725,7854.278012660861,7926.602351671327
2021-09-11,386896.56,10114,4047,1,0,0,0,0,0,0,0,17.3,29.6,23.380000000000003,0,619,2021,1,0,0,0,2264,41.0,277,0.02758,4266.080271792303,1151.9171328924028,7722.2223697990885,7310.2018717224255,4510.210122640165,6581.098673167076,7867.242633635773,7740.688553859939
2021-09-12,381874.6,9887,3943,1,0,0,0,0,0,0,0,16.419999999999998,30.04,26.35,0,620,2021,1,0,0,0,2268,45.0,266,0.028710000000000003,4261.505850181866,1151.9262837213378,7824.639136165167,7309.95770437387,4510.544049056066,6623.385050869252,7872.428482025738,7629.140275173107
